,JobTitle,Require
3660,MOBILE," KOTLIN,  ANDROID, JAVA"
3661,JAVA," SPRING,  JAVA, NETWORKING"
3662,DATA ANALYST," DATA ANALYST,  SYSTEM ADMIN, TECHNICAL SUPPORT"
3663,SOFTWARE,"BRSE, JAPANESE - N2, BRIDGE SE"
3664,TESTER,"JAVASCRIPT,PYTHON,JAVA,KOTLIN"
3665,GAME,"DESIGNER,GAMES,UI-UX"
3666,MOBILE,"JAVASCRIPT,SCALA,C++,REACT NATIVE,RUBY"
3667,GAME,"DART,C#,C,PYTHON,GOLANG"
3668,SOFTWARE,"C/C++, SOFTWARE, C++, QT FRAMEWORK"
3669,BACKEND,"MONGODB, NODEJS, BACK-END, GRAPHQL, NEXTJS"
3670,BACKEND,"GOLANG, RUBY, PYTHON"
3671,SYSTEM ADMIN," AZURE,  SYSTEM ADMIN, SQL"
3672,NETWORK,"NETWORKING,IT SUPPORT,SYSTEM"
3673,MOBILE,"C#,REACT NATIVE,JAVASCRIPT"
3674,FRONTEND,"REACT NATIVE, ANGULAR, REACTJS"
3675,FULLSTACK,"LINUX,NODEJS,GIT"
3676,JAVA,"DATABASE, JAVA, CLOUD"
3677,SOFTWARE," PYTHON,  .NET, JAVA"
3678,MOBILE,"REACT NATIVE,DART,JAVASCRIPT,SWIFT,SCALA,RUST"
3679,DATA,"PYTHON, C++, DATABASE"
3680,PHP,"MYSQL, WORDPRESS, PHP"
3681,FULLSTACK,"POSTGRESQL,TAILWIND,GITHUB,RESTFUL APIS"
3682,FULLSTACK,"C#,ASP.NET,MYSQL"
3683,MOBILE,"IOS, ANDROID, SWIFT, KOTLIN, MOBILE, FLUTTER"
3684,FRONTEND," HTML5,  NODEJS, PHP"
3685,FULLSTACK,"RESTFUL APIS,AWS,REACTJS,MONIT,NODEJS"
3687,SYSTEM ADMIN,"SYSTEM ADMIN, JAVA, PYTHON"
3688,SECURITY,"SYSTEM ADMIN,DATABASE,SYSTEM SECURITY"
3689,TESTER,"TESTER,QA QC"
3690,PHP,"OOP, PHP, ENGLISH"
3691,FRONTEND,"JAVASCRIPT, HTML5, BOOTSTRAP, CSS3, ANGULAR, FRONT-END, TYPESCRIPT"
3692,BUSINESS ANALYST,"SQL,VBA,SPSS,EXCEL"
3693,MOBILE,"FLUTTER, IOS, ANDROID"
3694,PHP,"MYSQL,LINUX,MVC,PHP"
3695,GAME,"JAVA,JAVASCRIPT,C++,C#"
3696,.NET,"MICRO-SERVICES,CI/CD,GITHUB,GITLAB,GIT,ASP.NET"
3697,DEVOPS,"RUBY,PERL,BASH"
3698,TESTER,"C#,KOTLIN,RUBY,JAVASCRIPT"
3699,TESTER," AUTOMATION TEST,  QA QC, ENGLISH"
3700,SOFTWARE," C#,  C++, JAVA,  WEB APPLICATION,  IT SUPPORT,  .NET"
3701,JAVA,"JAVA,SPRING,SQL, ACCEPTED"
3702,BACKEND,"GOLANG, MYSQL, PHP"
3703,DATA SCIENTIST,"DATABASE,SQL,DATA ANALYST"
3704,PYTHON,"PYTHON,AWS,CLOUD"
3705,FULLSTACK,"PHP,SQL,JAVA"
3706,PHP,"PHP,MYSQL,LARAVEL,BACK-END,API"
3707,TESTER,"TESTER,ENGLISH"
3709,FRONTEND,"HTML5, CSS, WORDPRESS"
3710,BUSINESS ANALYST,"ENGLISH, QA QC, BUSINESS ANALYST"
3711,SOFTWARE ARCHITECT,"SOFTWARE ARCHITECT,.NET,NODEJS"
3712,IT HELPDESK,"IT SUPPORT, BRIDGE, JAPANESE"
3713,PHP,"PHP,CSS,JAVASCRIPT,HTML,WEB APPLICATION"
3714,BACKEND,"KAFKA,GOLANG,SOAP,PHP,PYTHON,GIT"
3715,DEVOPS,"AWS, DOCKER, DEVOPS, TERRAFORM, AZURE"
3716,TESTER,"PHP,JAVASCRIPT,RUBY,JAVA"
3717,FRONTEND,"NEXTJS,GIT,CSS,VITE,ANGULAR,TYPESCRIPT"
3718,PROJECT MANAGER,"EMBEDDED, ENGLISH, PROJECT MANAGER"
3719,UI/UX DESIGNER,"XML,JAVASCRIPT,HTML,SKETCH"
3720,SECURITY,SECURITY
3721,SECURITY," SYSTEM SECURITY,  SYSTEM ADMIN, DATABASE"
3722,PHP,"SQL,HTML,LINUX,JQUERY,MVC"
3723,QC,QC
3724,FRONTEND," NODEJS,  REACTJS, HTML5"
3725,JAVA,"TEAM LEADER, SPRING, JAVA"
3726,BACKEND,"PYTHON,DJANGO,MYSQL"
3727,GAME,"HTML5,LUA,DART,C,GOLANG"
3728,MOBILE," CSS,  REACT NATIVE, TYPESCRIPT"
3729,FULLSTACK,"NODEJS, JAVA, PYTHON"
3730,PHP,"MVC,AJAX,JQUERY,LINUX,CSS,MYSQL"
3731,TESTER,"JAVA,C#,JAVASCRIPT,RUBY,PYTHON"
3732,TESTER,"AGILE, SQL, TESTER"
3733,DEVOPS,"PUPPET,PHP,RUBY,PERL,GOLANG"
3734,FRONTEND,"GIT,HTML,VITE,NEXTJS,REACTJS,GITHUB"
3735,CLOUD,".NET,DEVOPS,CISCO,VMWARE,CLOUD MIGRATION SERVICE (AWS"
3736,UI/UX DESIGNER,"PHOTOSHOP,CSS,XML,HTML,SKETCH,FIGMA"
3737,DATA ANALYST,"SCALA,SQL,R,JULIA,JAVASCRIPT"
3738,PHP,"PHP,MYSQL,LARAVEL,BACK-END"
3739,SOFTWARE,"EMBEDDED,C++,LINUX"
3740,FULLSTACK,".NET,JAVASCRIPT,SQL"
3741,C/C++,"C LANGUAGE, C++, OOP"
3742,DATA ANALYST,"GITHUB,SAS,R,PYTHON,SQL"
3743,FRONTEND,"ANGULAR,GITHUB,TYPESCRIPT,REACTJS,VUEJS,CSS"
3744,FRONTEND," KOTLIN, SWIFT"
3745,DEVOPS," CLOUD,  DEVOPS, NODEJS"
3746,JAVA,"SPRING, ENGLISH, JAVA"
3747,FULLSTACK,"POSTGRESQL,LINUX,GIT"
3748,GAME,"OOP, GAMES, C++"
3749,BACKEND,"TYPESCRIPT, NODEJS, JAVASCRIPT"
3750,PHP,"CSS,MYSQL,PHP,AJAX,JAVASCRIPT"
3751,TESTER,"JAVASCRIPT,RUBY,KOTLIN,JAVA"
3752,SOFTWARE," C++,  EMBEDDED, C LANGUAGE"
3753,FRONTEND," ANGULAR,  JAVASCRIPT, REACTJS"
3754,GAME,"C++,GAMES,PYTHON, ACCEPTED"
3755,BACKEND,"PYTHON, GOLANG, RUBY"
3756,TESTER,"PHP,RUBY,JAVA,KOTLIN,C#"
3757,PHP," ENGLISH,  PHP, OOP"
3758,BACKEND,"PYTHON, PHP, JAVA"
3759,TESTER,"BUSINESS ANALYST, QA QC, TESTER"
3760,PHP,"MVC,MYSQL,PHP,LINUX,HTML,AJAX"
3761,DATA ANALYST,"DATA ANALYST,ENGLISH,SQL"
3762,UI/UX DESIGNER,"FIGMA,XML,SKETCH,CSS,HTML,ADOBE XD"
3763,DATA,"KAFKA,MONGODB,SQL,SPARK"
3764,MOBILE,"JAVASCRIPT,JAVA,REACT NATIVE,C#,PYTHON"
3765,GAME," UI-UX,  DESIGNER, GAMES"
3766,.NET,"MICRO-SERVICES,GITLAB,REST"
3767,.NET,"C#, ASP.NET, .NET"
3768,SCRUM MASTER," SCRUM MASTER,  AGILE, PROJECT MANAGER"
3769,SECURITY," MOBILE,  JAVASCRIPT, HTML"
3770,DATA,"MONGODB,GOLANG,POSTGRESQL,APACHE"
3771,.NET," ASP.NET,  C#, .NET"
3772,TESTER,"BUSINESS ANALYST, TESTER, QA QC"
3773,BUSINESS ANALYST,"SQL, PYTHON"
3774,PHP,"CSS,LINUX,SQL,AJAX"
3775,GAME,"C,LUA,HTML5,GOLANG"
3776,BUSINESS ANALYST,"ENGLISH, AGILE, BUSINESS ANALYST, TECHNICAL WRITER"
3777,SOFTWARE ARCHITECT,"PYTHON, C++, SOFTWARE ARCHITECT"
3778,FRONTEND,"REACTJS, JAVASCRIPT, VUEJS"
3779,SOFTWARE," WPF,  ASP.NET, C#,  WINFORM,  AZURE"
3780,CLOUD," AWS, AZURE"
3781,FRONTEND,"REACTJS, CSS, HTML5"
3782,DATA,"DEVOPS, PYTHON, JAVA"
3783,SOFTWARE," C++,  EMBEDDED, ANDROID"
3784,FULLSTACK,"GIT,MONIT"
3785,BACKEND,"ASP.NET, .NET, JAVA"
3786,MOBILE," IOS,  JAVA, ANDROID"
3787,PHP,"AJAX,SQL"
3788,BUSINESS ANALYST,"SAS,POWERSHELL,PYTHON,EXCEL,TABLEAU,VISIO"
3789,DEVOPS," SYSTEM,  DEVOPS, AZURE"
3790,UI/UX DESIGNER,"FIGMA,CSS,SKETCH"
3791,JAVA,"SQL,JSON,SCALA,MAVEN"
3792,SOFTWARE,"C#,RUBY,JAVASCRIPT"
3793,TESTER,"PYTHON,JAVASCRIPT,RUBY,JAVA"
3794,DATA ANALYST,"POWER BI,JULIA,C/C++,R"
3795,GAME,"JAVA,JAVASCRIPT,C"
3796,FULLSTACK,"JAVASCRIPT, JAVA, REACTJS"
3797,DATA," SQL,  PYTHON, DATA ANALYST"
3798,FULLSTACK,"JAVA, REACTJS, JAVASCRIPT"
3799,GAME,"JAVA,HTML5,PYTHON"
3800,DATA ANALYST,"SAS,SQL,JAVASCRIPT"
3801,SOFTWARE,"C#,C++"
3802,JAVA,"SCALA,MAVEN,JAVA,KOTLIN,APACHE"
3803,BUSINESS ANALYST,"ENGLISH, BUSINESS ANALYST, CLOUD"
3804,BUSINESS ANALYST,"JAVASCRIPT,POWER BI,R,POWERSHELL,PYTHON,MONGODB"
3805,MOBILE,"IOS, SWIFT"
3806,DATA,"KAFKA,SPARK,MONGODB"
3807,FRONTEND,"JAVASCRIPT,REACT NATIVE,REDUX,TYPESCRIPT,ES6"
3808,JAVA,"PYTHON, ENGLISH, JAVA"
3809,FRONTEND,"WORDPRESS,CSS,HTML5"
3810,JAVA," CLOUD,  JAVA, DATABASE"
3811,FRONTEND,"TYPESCRIPT,GRAPHQL,HTML"
3812,FRONTEND,"REACTJS,TYPESCRIPT,JAVASCRIPT"
3813,DATA ANALYST,"GITHUB,SQL,JAVA,R,MATLAB,JULIA"
3814,FULLSTACK,"GOLANG, MYSQL, BACK-END, POSTGRESQL"
3815,TESTER,"JAVA,JAVASCRIPT,PYTHON,KOTLIN,PHP,C#"
3816,UI/UX DESIGNER,"HTML,PHOTOSHOP,CSS,XML"
3817,DEVOPS,"FINTECH, DEVOPS"
3818,DATA ANALYST,"SQL,JULIA,JAVA,JAVASCRIPT"
3819,CLOUD,"AWS,AZURE"
3820,FULLSTACK,"MYSQL, JAVASCRIPT, PHP"
3821,FULLSTACK,"RESTFUL APIS,LINUX,REDIS,GITHUB"
3822,MOBILE,"SCALA,RUBY,DART,PYTHON,KOTLIN,SWIFT"
3823,DATA,"NOSQL, MONGODB, SQL, DATA"
3824,MOBILE,"ANDROID,OOP,JAVA"
3825,FRONTEND,"HTML,GITHUB,NEXTJS,NPM,REACTJS"
3826,GAME,"JAVA,LUA,GOLANG,DART,C,C++"
3827,FRONTEND,"JAVASCRIPT,FRONT-END,REACTJS"
3828,BACKEND,"MONGODB, MYSQL, PHP, FRONT-END, ELASTICSEARCH, DATABASE"
3829,SOFTWARE,"C#, ASP.NET, .NET, .NET CORE, RESTFUL API"
3830,DEVOPS,"ENGLISH, DEVOPS, CLOUD"
3831,DATA," HADOOP,  PYTHON, SCALA,  KAFKA"
3832,TESTER,"RUBY,PHP,KOTLIN,JAVA"
3833,JAVA,"JAVA,DATABASE,C#"
3834,GAME,"LUA,C,JAVA,C++"
3835,FULLSTACK,"POSTGRESQL,GITHUB,REACTJS,AWS,RESTFUL APIS,REDIS"
3836,JAVA,"HTML,SQL,JSON,SCALA"
3837,.NET,"MVC,.NET,.NET CORE,ENTITY FRAMEWORK"
3838,.NET,"SQL, C#, ASP.NET"
3839,FULLSTACK," FULL-STACK,  JAVASCRIPT, PYTHON,  IOTING"
3840,FRONTEND,"ANGULAR, HTML5, JAVASCRIPT"
3841,BACKEND,".NET,NODEJS,DEVOPS"
3842,GAME,"JAVA,C#"
3843,DATA,"KAFKA,MONGODB,POWER BI,GOLANG,APACHE"
3844,TESTER,"TESTER,QA QC,SYSTEM"
3845,.NET,"GITHUB,ASP.NET,.NET CLI,MICRO-SERVICES,GIT"
3846,BACKEND,"MYSQL, AWS, NODEJS"
3847,SOFTWARE,"AWS, PYTHON, CI/CD, ETL, DATA OPERATION, SOFTWARE"
3848,DEVOPS,"POWERSHELL,SQL,PUPPET,PHP"
3849,DEVOPS,"DEVOPS,PYTHON,SYSTEM"
3850,FRONTEND,"VUEJS,NPM,ANGULAR,CSS,VITE,HTML"
3851,TECHNICAL MANAGER,"MANAGER, EMBEDDED, C LANGUAGE"
3852,.NET,"NODEJS, .NET, UI-UX"
3853,PROJECT MANAGER,"AGILE,SCRUM"
3854,FULLSTACK,"ANGULARJS, JAVA, REACTJS"
3855,SYSTEM,"SYSTEM, CLOUD, AWS"
3856,DEVOPS,"AWS, DEVOPS, SYSTEM"
3857,PHP,"MYSQL,HTML,CSS,PHP,AJAX"
3858,BACKEND,"GOLANG,JAVA,C++"
3859,DATA ANALYST,"SAS,SCALA,JAVA,JULIA"
3860,PHP,"MVC,JQUERY,CSS"
3861,BUSINESS ANALYST," ENGLISH,  BUSINESS ANALYST, PROJECT MANAGER"
3862,FULLSTACK,".NET, JAVA, PHP"
3863,MOBILE,"TYPESCRIPT, REACT NATIVE, MOBILE, NESTJS"
3864,PROJECT MANAGER,"PROJECT MANAGER,ENGLISH,MANAGER"
3865,UI/UX DESIGNER,"ADOBE XD,HTML,XML,CSS"
3866,GAME,"LUA,C/C++,GAME"
3867,DEVOPS,"GOLANG,JAVA,POWERSHELL,RUBY,PYTHON,JAVASCRIPT"
3868,SOFTWARE,"C#, JAVA, C++, IT SUPPORT, .NET, WEB APPLICATION"
3869,ERP CONSULTANT,"ENGLISH, ERP, LINUX"
3870,BUSINESS ANALYST," PYTHON, SQL"
3871,FRONTEND,"JAVASCRIPT,GITHUB,VUEJS,NPM"
3872,TESTER," TESTER,  AUTOMATION TEST, JAVASCRIPT"
3873,DATA,"APACHE,GOLANG,POSTGRESQL,SNOWFLAKE,POWER BI"
3874,GAME," GAMES,  UNITY, SQL"
3875,UI/UX DESIGNER,"IOS, UI-UX, ANDROID"
3876,JAVA,"HTML,JSON,SCALA"
3877,BACKEND,"BACK-END, ELASTICSEARCH, JAVA, SPRING, HIBERNATE, SPRING BOOT"
3878,SOFTWARE,"COMMUCATION, SOFTWARE, PROBLEM SOLVING SKILL"
3879,SYSTEM ADMIN,"SCRUM, SYSTEM ADMIN, AGILE"
3880,FULLSTACK,"RESTFUL APIS,LINUX,REDIS,MONIT,REACTJS,GITHUB"
3881,MOBILE,"SCALA,PYTHON,SWIFT,JAVA,REACT NATIVE"
3882,SOFTWARE,"AWS, JAVA, DATABASE"
3883,GAME,"GOLANG,DART,C,LUA,HTML5,PYTHON"
3884,PHP,"JAVASCRIPT,SQL,AJAX,MVC"
3885,DATA ANALYST,"SAS,C/C++,PYTHON,JULIA,MATLAB"
3886,BUSINESS ANALYST,"SAS,POWERSHELL,JAVASCRIPT,MONGODB,VBA"
3887,JAVA,"SPRING, JAVA, J2EE"
3888,PRODUCT MANAGER,"ENGLISH, DATA ANALYST, MANAGER"
3889,FULLSTACK," VUEJS,  NODEJS, JAVASCRIPT"
3890,FRONTEND,"REACTJS,ANGULAR,GRAPHQL"
3891,BACKEND,"SQL, NODEJS, AGILE"
3892,PHP,"MVC,CSS,LINUX,JAVASCRIPT,AJAX,SQL"
3893,TESTER,"TESTER,SQL,AGILE"
3894,UI/UX DESIGNER,"BOOTSTRAP,UI DESIGN,ADOBE CREATIVE SUITE"
3895,SOFTWARE,"EMBEDDED, C LANGUAGE, C++"
3896,FULLSTACK,"WORDPRESS, HTML5, CSS"
3897,BACKEND," LARAVEL,  PHP, MYSQL"
3898,SYSTEM,"LINUX, SYSTEM, ORACLE"
3899,DATA ANALYST,"JAVASCRIPT,SAS,R,JAVA,JULIA,PYTHON"
3900,.NET,".NET CLI,ASP.NET"
3901,PHP,"MVC,HTML,JQUERY,CSS,JAVASCRIPT,PHP"
3902,FRONTEND,"JAVASCRIPT,HTML5,REACTJS"
3903,SCRUM MASTER,"PROJECT MANAGER, AGILE, SCRUM MASTER"
3904,SOFTWARE," C#,  ASP.NET, .NET"
3905,UI/UX DESIGNER,"ADOBE XD,FIGMA,SKETCH,PHOTOSHOP,HTML,JAVASCRIPT"
3906,GAME,"JAVA,C#,JAVASCRIPT,PYTHON,LUA"
3907,FULLSTACK,"JAVASCRIPT,C#,.NET,DEVOPS,AZURE"
3908,PRODUCT MANAGER,"AGILE, SCRUM, PRODUCT MANAGER"
3909,BUSINESS ANALYST,"TESTER, PRODUCT MANAGER, BUSINESS ANALYST"
3910,DEVOPS,"LINUX,DEVOPS,CLOUD,SECURITY"
3911,UI/UX DESIGNER,"JAVASCRIPT,HTML,ADOBE XD,PHOTOSHOP,XML,SKETCH"
3912,DEVOPS,"DEVOPS,FINTECH"
3913,SOFTWARE,"PYTHON,C++"
3914,FULLSTACK,"AWS,RESTFUL APIS,GIT,JWT,LINUX"
3915,FULLSTACK,"JWT,NODEJS,GIT,GITHUB,AWS,REACTJS"
3916,PHP," WORDPRESS,  PHP, JAVASCRIPT"
3917,.NET,"C#, SQL, .NET"
3918,BACKEND,"SQL, NOSQL, NODEJS"
3919,BUSINESS ANALYST,"MONGODB,PYTHON,SQL"
3920,TESTER," AGILE,  QA QC, AUTOMATION TEST"
3921,PROJECT MANAGER,"ENGLISH, SCRUM, AGILE"
3922,MOBILE," FLUTTER,  MOBILE, RESTFUL API"
3923,DATA,"SNOWFLAKE,SPARK,POWER BI,SQL"
3924,SOFTWARE," .NET,  JAVA, C#,  SPRING BOOT,  SPRING,  BACK-END"
3925,PROJECT MANAGER,"PROJECT MANAGER,CORE BANKING,DATA WAREHOUSE"
3926,PHP,"MYSQL,MVC,AJAX,CSS,LINUX,PHP"
3927,SOFTWARE," AGILE,  JAVA, .NET"
3928,RUBY,"RUBY ON RAILS, POSTGRESQL, RUBY"
3929,BUSINESS ANALYST,"R,TABLEAU,SQL,EXCEL,POWERSHELL,SPSS"
3930,DEVOPS,"C,PYTHON,RUBY,BASH,PERL"
3931,.NET,"REST,DOCKER,REDIS,AZURE"
3932,SOFTWARE,"AWS, PHP, LARAVEL"
3933,.NET,"GITHUB,SQL,C#,AZURE,GIT"
3934,TESTER,"JAVA,C#,JAVASCRIPT,PYTHON,KOTLIN"
3935,BACKEND,"JAVA, NODEJS, JAVASCRIPT"
3936,FULLSTACK," FULL-STACK,  PHP, LARAVEL,  ANGULAR"
3937,FULLSTACK,"MYSQL,NODEJS,REACTJS"
3938,QA,"TESTER,QA/QC,MANUAL TEST,AUTOMATION QA"
3939,SYSTEM," SYSTEM,  NETWORKING, SYSTEM ADMIN"
3940,FRONTEND,"CSS,JAVASCRIPT,FRONT-END,VUEJS"
3941,FULLSTACK,"REDIS,POSTGRESQL,GITHUB"
3942,DEVOPS,"JAVA,POWERSHELL,JAVASCRIPT,RUBY,PERL,PYTHON"
3943,FULLSTACK,"JAVA,FRONT-END,BACK-END"
3944,BACKEND," ELIXIR - RAILS,  NODEJS, BACK-END"
3945,.NET,"GIT,ASP.NET,CI/CD,REST,SQL,.NET CLI"
3946,SCRUM MASTER,"AGILE, AWS, SCRUM"
3947,SOFTWARE,"ASP.NET, C#, JAVASCRIPT"
3948,BUSINESS ANALYST,"POWERSHELL,SAS,POWER BI,JAVASCRIPT,MONGODB"
3949,CLOUD,"LINUX, CLOUD, OPENSTACK"
3950,TESTER,"GAMES, QA QC, TESTER"
3951,BACKEND,"PHP,APACHE,NOSQL,DOCKER,PYTHON"
3952,MOBILE,"JAVASCRIPT,RUBY"
3953,BACKEND,"JAVASCRIPT, JAVA, PHP, NODEJS, PYTHON, GOLANG, BACK-END"
3954,SYSTEM," SYSTEM,  LINUX, PHP"
3955,DATA,"KUBERNETES, PYTHON, JAVA"
3956,BACKEND,"JAVASCRIPT, DEVOPS, NODEJS"
3957,DATABASE ADMINISTRATOR,"SQL,ORACLE,MYSQL"
3958,BUSINESS ANALYST,"EXCEL,R,MONGODB,VISIO,VBA,POWERSHELL"
3959,PHP,"AWS, ENGLISH, PHP"
3960,DEVOPS,"JAVASCRIPT,PERL,PUPPET,PYTHON,BASH"
3961,FULLSTACK,"JAVA,PYTHON,VUEJS"
3962,PHP,"HTML,JQUERY,MVC,AJAX,JAVASCRIPT"
3963,DATA,"APACHE,KAFKA,PYTHON,POSTGRESQL,GOLANG,JAVA"
3964,SOFTWARE,"JAVA, ORACLE, C#"
3965,FULLSTACK,"REDIS,LINUX,TAILWIND"
3966,DEVOPS,"JAVA,PERL,BASH,SQL,PHP,GOLANG"
3967,JAVA," JAVA SPRING BOOT,  ORACLE, JAVA"
3968,GAME,"UNITY,GAMES,C#, ACCEPTED"
3969,SYSTEM,"CLOUD, NETWORKING, SYSTEM"
3970,BACKEND,"JAVA,BACK-END,SPRING BOOT"
3971,FULLSTACK," REACTJS,  JAVASCRIPT, NODEJS"
3972,BUSINESS ANALYST,"AGILE, SCRUM, BUSINESS ANALYST"
3973,FULLSTACK,"NODEJS, JAVASCRIPT, HTML5"
3974,FULLSTACK,"REDIS,RESTFUL APIS,JWT"
3975,DATA," DEVOPS, DATABASE"
3976,DEVOPS," DEVOPS, CI/CD"
3977,.NET," ASP.NET,  .NET, JAVASCRIPT"
3978,.NET,"CSS, .NET, HTML5"
3979,SOFTWARE,"ENGLISH, AGILE, SOFTWARE ARCHITECT"
3980,MOBILE,"RUST,JAVASCRIPT,REACT NATIVE,C#,RUBY"
3981,.NET,"ASP.NET,.NET CLI,REDIS,GIT"
3982,FRONTEND,"JAVASCRIPT,REACTJS,HTML5"
3983,DATA ANALYST,"R,JAVASCRIPT,SAS"
3984,TESTER,"QA QC, TESTER, BUSINESS ANALYST"
3985,PROJECT MANAGER,"SCRUM, PROJECT MANAGER, PRODUCT MANAGER"
3986,SOFTWARE,"RUBY,JAVA"
3987,.NET,"C#,REDIS,AZURE"
3988,BACKEND,"NOSQL,PHP,SQL,PYTHON,RUST"
3989,BACKEND,"PYTHON,CI/CD,GOLANG,PHP,APACHE,KUBERNETES"
3990,DATA," DATA, POWER BI SPECIALIST"
3991,SOFTWARE ARCHITECT,"DOCKER, WEB, GOLANG, CI/CD, TECHNICAL MANAGER"
3992,.NET,"ASP.NET,MICRO-SERVICES,AZURE"
3993,PHP,"LARAVEL, PHP, JAVASCRIPT"
3994,SOFTWARE," TECHNICAL MANAGER,  JAVA, SPRING,  AWS,  SOLUTION ARCHITECT"
3995,SOFTWARE,"JAVA,C++,R,PYTHON,SQL,C#"
3996,PHP," WORDPRESS,  JAVASCRIPT, MYSQL,  LARAVEL,  HTML & CSS"
3997,FULLSTACK," REACTJS,  JAVA, SPRING"
3998,CLOUD,"CLOUD,AWS,IT SUPPORT"
3999,SOFTWARE,"JAVASCRIPT,JAVA,SQL,GOLANG,PYTHON"
4000,TESTER,"QA,QC,TESTER"
4001,DATA ANALYST,"SAS,SCALA,JAVASCRIPT,GITHUB"
4002,BUSINESS ANALYST,"JAVASCRIPT,POWERSHELL"
4003,MOBILE,"CSS, TYPESCRIPT, REACT NATIVE"
4004,FRONTEND," ANDROID,  REACT NATIVE, FLUTTER"
4005,BUSINESS ANALYST,"POWERSHELL,VBA,PYTHON,POWER BI,SAS,TABLEAU"
4006,BUSINESS ANALYST,"SAS,JAVASCRIPT,SPSS,MONGODB"
4007,IT HELPDESK,"IT SUPPORT,SQL,DATABASE, ACCEPTED"
4008,FRONTEND,"ANGULAR,HTML,GIT,NPM,VITE,GITHUB"
4009,JAVA,"SCALA,JAVA,SQL,HTML"
4010,DATA,"MACHINE LEARNING, PYTHON, C++, PYTORCH, TENSORFLOW"
4011,UI/UX DESIGNER,"PHOTOSHOP,CSS,SKETCH,HTML,FIGMA"
4012,MOBILE,"ANDROID, SWIFT, IOS, KOTLIN, FLUTTER, MOBILE"
4013,DATA,"AWS, DATA ANALYST, SQL"
4014,UI/UX DESIGNER,"PHOTOSHOP,CSS,SKETCH,JAVASCRIPT,HTML,FIGMA"
4015,.NET,"DOCKER,C#,ASP.NET,SQL"
4016,BACKEND,"CI/CD,APACHE,SOAP,DOCKER,KAFKA,NOSQL"
4017,DATA ANALYST,"MATLAB,POWER BI,GITHUB,JAVA,PYTHON,SCALA"
4018,MOBILE,"DART,C++"
4019,BACKEND,"AGILE, SQL, NODEJS"
4020,BACKEND,"PYTHON,NOSQL,GOLANG,KAFKA,SOAP,GIT"
4021,PHP," YII,  PHP, OOP,  WORDPRESS,  LARAVEL"
4022,DATA ANALYST,"JULIA,MATLAB,JAVASCRIPT,GITHUB,SQL"
4023,PROJECT MANAGER,"SCRUM, AGILE"
4024,BACKEND," POSTGRESQL,  JAVA, SPRING"
4025,MOBILE,"JAVASCRIPT,C++,SWIFT,JAVA"
4026,PHP,"PHP, MYSQL, WORDPRESS"
4027,BACKEND,"ASP.NET, .NET, NOSQL"
4028,GAME,"GOLANG,C++,PYTHON,C,JAVASCRIPT"
4029,.NET,"AZURE,DOCKER,GITLAB,REDIS,SQL"
4030,FRONTEND,"CSS, REACTJS, HTML5"
4031,SYSTEM ADMIN,"SYSTEM ADMIN,NETWORKING,SYSTEM, ACCEPTED"
4032,QA,"AGILE & SCRUM, ENGLISH, QA, MANUAL TEST"
4033,CLOUD," KUBERNETES,  DOCKER, ANSIBLE,  TERRAFORM"
4034,ERP CONSULTANT," SAP, ERP CONSULTANT"
4035,FULLSTACK," REACTJS,  JAVA, ANGULARJS"
4036,SYSTEM,"SYSTEM,SYSTEM ADMIN,LINUX"
4037,UI/UX DESIGNER,"PRODUCT,  UX/UI DESIGN, GRAPHIC DESIGN,  WEB DESIGN"
4038,FRONTEND,"FRONT-END, JAVASCRIPT, CSS, VUEJS"
4039,MOBILE," UI-UX,  FLUTTER, ENGLISH"
4040,FULLSTACK,"PHP,LINUX,SYMFONY,DOCKER,VUEJS"
4041,JAVA,"JAVA,JAVASCRIPT,CSS,JSON"
4042,DATA," KUBERNETES,  JAVA, PYTHON"
4043,TESTER,"QA QC, ENGLISH, TESTER"
4044,QA,QA
4045,.NET,"GITLAB,MICRO-SERVICES,GIT,REDIS,C#"
4046,DATA ANALYST,"SAS,JAVA,GITHUB,C/C++,JULIA,R"
4047,RUBY,"RUBY, RUBY ON RAILS, HTML5"
4048,FRONTEND,"REACTJS,JAVASCRIPT,HTML5"
4049,PRODUCT MANAGER,"BUSINESS ANALYST, PRODUCT MANAGER, UX/UI DESIGN"
4050,PHP,"LINUX,HTML,AJAX,SQL,JQUERY"
4051,FULLSTACK,"REACTJS, JAVASCRIPT, NODEJS"
4052,FULLSTACK,"JAVA,AWS,JAVASCRIPT"
4053,DATA,"PYTHON,POSTGRESQL,APACHE"
4054,FULLSTACK,".NET,ANGULAR,AGILE"
4055,JAVA,"JAVA,PROJECT MANAGER,ENGLISH"
4056,DATA ANALYST,"MYSQL, PYTHON, DATA ANALYST"
4057,FRONTEND,"GIT,NEXTJS,GRAPHQL,VITE"
4058,BUSINESS ANALYST,"SAS,EXCEL,R,TABLEAU,SPSS,JAVASCRIPT"
4059,BACKEND,"OOP,ENGLISH,CLOUD"
4060,TESTER,"JAVA,RUBY,KOTLIN,PYTHON,JAVASCRIPT,PHP"
4061,PROJECT MANAGER," UML,  JAVA, .NET"
4062,TESTER,"KOTLIN,RUBY,JAVASCRIPT,C#,PYTHON"
4063,.NET," .NET CORE,  C#, .NET"
4064,SYSTEM,"JAVASCRIPT,BRSE,JAPANESE ( N1 OR N2),HTML & CSS"
